Folio,Nivel de estudios,Campus,Área,Actividad,Fecha,ID,Clasificación,Región,Reincidencia,Programa,Semestre
R0803,Monster University,Hogwarts,Bienestar,Estudio,20/09/2023 00:00,A000263,Colusión,Centro,No,OMICRON,5
R0804,High School Musical,El País de Nunca Jamás,Sociología,Examen diagnóstico,21/09/2023 00:00,A000264,Copia en exámenes,Norte,No,TAU,6
R0805,Monster University,Genovia,Arquitectura,Examen diagnóstico,22/09/2023 00:00,A000265,Colusión,Norte,No,PSI,2
R0806,High School Musical,Pizza Planeta,Sociología,Experimento,23/09/2023 00:00,A000266,Copia en exámenes,Sur,No,RHO,3
R0807,High School Musical,Pizza Planeta,Sociología,Experimento,24/09/2023 00:00,A000267,Copia en exámenes,Sur,Sí,PI,4
R0808,High School Musical,Pizza Planeta,Sociología,Experimento,25/09/2023 00:00,A000268,Copia en exámenes,Sur,No,MU,5
R0809,High School Musical,Pizza Planeta,Sociología,Experimento,26/09/2023 00:00,A000269,Copia en exámenes,Sur,No,MU,6
R0810,High School Musical,Pizza Planeta,Sociología,Prototipo,27/09/2023 00:00,A000270,Plagio,Sur,Sí,MU,1
R0811,Kindergardiano,Narnia,Sociología,Examen nivelador,01/01/2023 00:00,A000001,Copia en exámenes,Centro,Sí,ALPHA,1
R0812,La Secu,Distrito 13,Sociología,Estudio,02/01/2023 00:00,A000002,Colusión,Centro,No,ALPHA,2
R0813,La Secu,Narnia,Sociología,Examen nivelador,03/01/2023 00:00,A000003,Copia en exámenes,Centro,No,ALPHA,3
R0814,La Secu,Narnia,Sociología,Examen nivelador,04/01/2023 00:00,A000004,Copia en exámenes,Centro,Sí,BETA,4
R0815,Big Bang Theory,Narnia,Arquitectura,Examen nivelador,05/01/2023 00:00,A000005,Copia en exámenes,Centro,No,BETA,5
R0816,La Secu,Narnia,Sociología,Estudio,06/01/2023 00:00,A000006,Plagio,Centro,No,GAMMA,6
R0817,Big Bang Theory,Pizza Planeta,Diseños,Prototipo,07/01/2023 00:00,A000007,Plagio,Sur,No,DELTA,1
R0818,Kindergardiano,Pizza Planeta,Arquitectura,Examen nivelador,08/01/2023 00:00,A000008,Copia en exámenes,Sur,No,EPSILON,2
R0819,Kindergardiano,Pizza Planeta,Arquitectura,Examen nivelador,09/01/2023 00:00,A000009,Copia en exámenes,Sur,Sí,DSETA,3
R0820,Big Bang Theory,Pizza Planeta,Diseños,Estudio,10/01/2023 00:00,A000010,Otra,Sur,Sí,ETA,4
R0821,Big Bang Theory,Narnia,Arquitectura,Experimento,11/01/2023 00:00,A000011,Suplantación de identidad,Centro,No,ETA,5
R0822,La Secu,Pandora,Sociología,Experimento,12/01/2023 00:00,A000012,Otra,Norte,Sí,KAPPA,6
R0823,Big Bang Theory,Pizza Planeta,Bienestar,Experimento,13/01/2023 00:00,A000013,Intercambio de tareas en línea,Sur,No,LAMBDA,1
R0824,Big Bang Theory,Pizza Planeta,Bienestar,Examen nivelador,14/01/2023 00:00,A000014,Copia en exámenes,Sur,Sí,OMICRON,2
R0825,Big Bang Theory,Pandora,Bienestar,Estudio,15/01/2023 00:00,A000015,Plagio,Norte,No,PI,3
R0826,La Secu,Narnia,Sociología,Estudio,16/01/2023 00:00,A000016,Plagio,Centro,No,SIGMA,4
R0827,La Secu,Pandora,Sociología,Experimento,17/01/2023 00:00,A000017,Copia en exámenes,Norte,No,OMEGA,5
R0828,La Secu,Pandora,Sociología,Experimento,18/01/2023 00:00,A000018,Copia en exámenes,Norte,No,JI,7
R0829,Big Bang Theory,Rarotonga,Bienestar,Examen nivelador,19/01/2023 00:00,A000019,Copia en exámenes,Norte,No,PHI,1
R0830,Big Bang Theory,Rarotonga,Bienestar,Examen nivelador,20/01/2023 00:00,A000020,Copia en exámenes,Norte,Sí,ETA,2
R0831,Big Bang Theory,Pizza Planeta,Bienestar,Estudio,21/01/2023 00:00,A000021,Copia en exámenes,Sur,No,KAPPA,3
R0832,Big Bang Theory,Wonderland,Arquitectura,Estudio,22/01/2023 00:00,A000022,Plagio,Centro,No,LAMBDA,4
R0833,Big Bang Theory,Narnia,Arquitectura,Examen nivelador,23/01/2023 00:00,A000023,Copia en exámenes,Centro,Sí,OMICRON,7
R0834,Big Bang Theory,Pizza Planeta,Arquitectura,Experimento,24/01/2023 00:00,A000024,Copia en exámenes,Sur,No,PI,6
R0835,Big Bang Theory,Pizza Planeta,Arquitectura,Experimento,25/01/2023 00:00,A000025,Otra,Sur,No,SIGMA,1
R0836,La Secu,Rarotonga,Sociología,Prototipo,26/01/2023 00:00,A000026,Plagio,Norte,No,OMEGA,2
R0837,Big Bang Theory,Narnia,Arquitectura,Examen nivelador,27/01/2023 00:00,A000027,Copia en exámenes,Centro,No,JI,3
R0838,Big Bang Theory,Narnia,Arquitectura,Examen nivelador,28/01/2023 00:00,A000028,Copia en exámenes,Centro,Sí,PHI,4
R0839,La Secu,Wonderland,Sociología,Examen nivelador,29/01/2023 00:00,A000029,Copia en exámenes,Centro,Sí,ALPHA,7
R0840,La Secu,Wonderland,Sociología,Examen nivelador,30/01/2023 00:00,A000030,Copia en exámenes,Centro,No,BETA,6
R0841,La Secu,Wonderland,Sociología,Examen nivelador,31/01/2023 00:00,A000031,Copia en exámenes,Centro,Sí,BETA,1
R0842,La Secu,Wonderland,Sociología,Examen nivelador,01/02/2023 00:00,A000032,Copia en exámenes,Centro,No,GAMMA,2
R0843,La Secu,Wonderland,Sociología,Examen nivelador,02/02/2023 00:00,A000033,Copia en exámenes,Centro,Sí,DELTA,3
R0844,La Secu,Wonderland,Sociología,Examen nivelador,03/02/2023 00:00,A000034,Copia en exámenes,Centro,No,ETA,7
R0845,La Secu,Wonderland,Sociología,Examen nivelador,04/02/2023 00:00,A000035,Copia en exámenes,Centro,No,KAPPA,5
R0846,Big Bang Theory,El País de Nunca Jamás,Bienestar,Estudio,05/02/2023 00:00,A000036,Plagio,Sur,No,LAMBDA,6
R0847,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,06/02/2023 00:00,A000037,Copia en exámenes,Centro,No,OMICRON,1
R0848,Big Bang Theory,"Muy, muy lejano",Arquitectura,Examen nivelador,07/02/2023 00:00,A000038,Copia en exámenes,Norte,No,PI,7
R0849,Big Bang Theory,"Muy, muy lejano",Arquitectura,Examen nivelador,08/02/2023 00:00,A000039,Copia en exámenes,Norte,Sí,SIGMA,3
R0850,La Secu,El País de Nunca Jamás,Sociología,Experimento,09/02/2023 00:00,A000040,Plagio,Sur,No,OMEGA,4
R0851,La Secu,El País de Nunca Jamás,Sociología,Prototipo,10/02/2023 00:00,A000041,Plagio,Sur,No,JI,5
R0852,Big Bang Theory,Wonderland,Diseños,Examen nivelador,11/02/2023 00:00,A000042,Otra,Centro,Sí,PHI,6
R0853,La Secu,Pandora,Sociología,Estudio,12/02/2023 00:00,A000043,Plagio,Norte,No,ETA,2
R0854,La Secu,Pandora,Sociología,Examen nivelador,13/02/2023 00:00,A000044,Otra,Norte,No,KAPPA,7
R0855,La Secu,Hogwarts,Sociología,Prototipo,14/02/2023 00:00,A000045,Plagio,Centro,No,LAMBDA,4
R0856,La Secu,Pandora,Sociología,Prototipo,15/02/2023 00:00,A000046,Plagio,Norte,No,OMICRON,5
R0857,La Secu,Hogwarts,Sociología,Prototipo,16/02/2023 00:00,A000047,Plagio,Centro,Sí,TAU,6
R0858,Big Bang Theory,Wonderland,Negocios,Estudio,17/02/2023 00:00,A000048,Plagio,Centro,Sí,PSI,1
R0859,Big Bang Theory,Wonderland,Negocios,Estudio,18/02/2023 00:00,A000049,Plagio,Centro,No,RHO,2
R0860,La Secu,Rarotonga,Sociología,Estudio,19/02/2023 00:00,A000050,Plagio,Norte,Sí,PI,7
R0861,Big Bang Theory,Genovia,Arquitectura,Examen nivelador,20/02/2023 00:00,A000051,Colusión,Norte,No,MU,4
R0862,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,21/02/2023 00:00,A000052,Copia en exámenes,Centro,Sí,IOTA,5
R0863,Big Bang Theory,Narnia,Ingeniería,Estudio,22/02/2023 00:00,A000053,Plagio,Centro,No,TAU,6
R0864,Big Bang Theory,Wonderland,Arquitectura,Prototipo,23/02/2023 00:00,A000054,Plagio,Centro,No,PSI,2
R0865,La Secu,Rarotonga,Sociología,Prototipo,24/02/2023 00:00,A000055,Intercambio de tareas en línea,Norte,No,RHO,3
R0866,La Secu,Rarotonga,Sociología,Prototipo,25/02/2023 00:00,A000056,Intercambio de tareas en línea,Norte,No,PI,7
R0867,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,26/02/2023 00:00,A000057,Copia en exámenes,Centro,No,MU,5
R0868,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,27/02/2023 00:00,A000058,Copia en exámenes,Centro,Sí,IOTA,6
R0869,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,28/02/2023 00:00,A000059,Copia en exámenes,Centro,No,ETA,1
R0870,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,01/03/2023 00:00,A000060,Copia en exámenes,Centro,No,KAPPA,2
R0871,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,02/03/2023 00:00,A000061,Copia en exámenes,Centro,Sí,LAMBDA,7
R0872,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,03/03/2023 00:00,A000062,Copia en exámenes,Centro,No,OMICRON,4
R0873,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,04/03/2023 00:00,A000063,Copia en exámenes,Centro,No,TAU,5
R0874,Big Bang Theory,"Muy, muy lejano",Negocios,Estudio,05/03/2023 00:00,A000064,Colusión,Norte,No,PSI,6
R0875,Big Bang Theory,"Muy, muy lejano",Negocios,Estudio,06/03/2023 00:00,A000065,Copia en exámenes,Norte,No,RHO,2
R0876,Big Bang Theory,"Muy, muy lejano",Negocios,Estudio,07/03/2023 00:00,A000066,Colusión,Norte,Sí,PI,3
R0877,Big Bang Theory,Wonderland,Negocios,Estudio,08/03/2023 00:00,A000067,Plagio,Centro,Sí,MU,4
R0878,Big Bang Theory,Narnia,Negocios,Estudio,09/03/2023 00:00,A000068,Colusión,Centro,No,ALPHA,7
R0879,Big Bang Theory,Genovia,Ingeniería,Estudio,10/03/2023 00:00,A000069,Plagio,Norte,Sí,ALPHA,6
R0880,Big Bang Theory,Genovia,Ingeniería,Estudio,11/03/2023 00:00,A000070,Plagio,Norte,No,ALPHA,1
R0881,Big Bang Theory,Genovia,Ingeniería,Estudio,12/03/2023 00:00,A000071,Plagio,Norte,Sí,BETA,2
R0882,Big Bang Theory,Genovia,Ingeniería,Estudio,13/03/2023 00:00,A000072,Plagio,Norte,No,BETA,3
R0883,Big Bang Theory,Genovia,Diseños,Examen nivelador,14/03/2023 00:00,A000073,Copia en exámenes,Norte,No,GAMMA,4
R0884,Big Bang Theory,El País de Nunca Jamás,Ingeniería,Examen nivelador,15/03/2023 00:00,A000074,Plagio,Sur,No,DELTA,7
R0885,Big Bang Theory,Genovia,Negocios,Prototipo,16/03/2023 00:00,A000075,Plagio,Norte,No,EPSILON,6
R0886,Big Bang Theory,Genovia,Negocios,Prototipo,17/03/2023 00:00,A000076,Plagio,Norte,No,DSETA,2
R0887,Big Bang Theory,Genovia,Ingeniería,Estudio,18/03/2023 00:00,A000077,Plagio,Norte,Sí,ETA,3
R0888,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,19/03/2023 00:00,A000078,Copia en exámenes,Centro,No,ETA,4
R0889,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,20/03/2023 00:00,A000079,Copia en exámenes,Centro,No,KAPPA,7
R0890,La Secu,Genovia,Sociología,Estudio,21/03/2023 00:00,A000080,Plagio,Norte,Sí,LAMBDA,2
R0891,Big Bang Theory,Genovia,Negocios,Examen nivelador,22/03/2023 00:00,A000081,Copia en exámenes,Norte,No,OMICRON,3
R0892,La Secu,Ciudad Gótica,Sociología,Examen nivelador,23/03/2023 00:00,A000082,Copia en exámenes,Sur,No,PI,4
R0893,Big Bang Theory,Genovia,Negocios,Examen nivelador,24/03/2023 00:00,A000083,Copia en exámenes,Norte,No,SIGMA,5
R0894,Big Bang Theory,Genovia,Negocios,Examen nivelador,25/03/2023 00:00,A000084,Copia en exámenes,Norte,No,OMEGA,6
R0895,Big Bang Theory,Genovia,Negocios,Estudio,26/03/2023 00:00,A000085,Plagio,Norte,Sí,JI,1
R0896,Big Bang Theory,Genovia,Negocios,Examen nivelador,27/03/2023 00:00,A000086,Copia en exámenes,Norte,Sí,PHI,2
R0897,Big Bang Theory,Genovia,Negocios,Experimento,28/03/2023 00:00,A000087,Copia en exámenes,Norte,No,ETA,3
R0898,Big Bang Theory,Parque Jurásico,Arquitectura,Examen nivelador,29/03/2023 00:00,A000088,Copia en exámenes,Sur,Sí,KAPPA,4
R0899,Big Bang Theory,Parque Jurásico,Arquitectura,Examen nivelador,30/03/2023 00:00,A000089,Distribución de exámenes,Sur,No,LAMBDA,7
R0900,Big Bang Theory,Parque Jurásico,Arquitectura,Examen regulador,31/03/2023 00:00,A000090,Copia en exámenes,Sur,Sí,OMICRON,8
R0901,Big Bang Theory,El País de Nunca Jamás,Arquitectura,Prototipo,01/04/2023 00:00,A000091,Plagio,Sur,No,PI,2
R0902,La Secu,Ciudad Gótica,Sociología,Examen regulador,02/04/2023 00:00,A000092,Copia en exámenes,Sur,No,SIGMA,3
R0903,Big Bang Theory,Genovia,Negocios,Examen regulador,03/04/2023 00:00,A000093,Distribución de exámenes,Norte,No,OMEGA,4
R0904,La Secu,Ciudad Gótica,Sociología,Examen regulador,04/04/2023 00:00,A000094,Copia en exámenes,Sur,No,JI,5
R0905,La Secu,Ciudad Gótica,Sociología,Examen regulador,05/04/2023 00:00,A000095,Copia en exámenes,Sur,No,PHI,5
R0906,La Secu,Ciudad Gótica,Sociología,Examen regulador,06/04/2023 00:00,A000096,Copia en exámenes,Sur,Sí,ALPHA,6
R0907,La Secu,"Muy, muy lejano",Sociología,Examen regulador,07/04/2023 00:00,A000097,Colusión,Norte,No,BETA,2
R0908,La Secu,Ciudad Gótica,Sociología,Examen regulador,08/04/2023 00:00,A000098,Copia en exámenes,Sur,No,BETA,3
R0909,La Secu,Wonderland,Sociología,Examen regulador,09/04/2023 00:00,A000099,Intercambio de tareas en línea,Centro,Sí,GAMMA,4
R0910,Big Bang Theory,Parque Jurásico,Arquitectura,Examen regulador,10/04/2023 00:00,A000100,Copia en exámenes,Sur,No,DELTA,5
R0911,La Secu,Wonderland,Sociología,Examen regulador,11/04/2023 00:00,A000101,Intercambio de tareas en línea,Centro,No,ETA,8
R0912,La Secu,Springfield,Sociología,Experimento,12/04/2023 00:00,A000102,Plagio,Centro,No,KAPPA,6
R0913,La Secu,Springfield,Sociología,Experimento,13/04/2023 00:00,A000103,Plagio,Centro,No,LAMBDA,2
R0914,Monster University,El País de Nunca Jamás,Arquitectura,Experimento,14/04/2023 00:00,A000104,Plagio,Sur,Sí,OMICRON,3
R0915,Monster University,El País de Nunca Jamás,Arquitectura,Experimento,15/04/2023 00:00,A000105,Otra,Sur,Sí,PI,4
R0916,La Secu,Ciudad Gótica,Sociología,Examen regulador,16/04/2023 00:00,A000106,Copia en exámenes,Norte,No,SIGMA,5
R0917,La Secu,Pandora,Sociología,Examen regulador,17/04/2023 00:00,A000107,Copia en exámenes,Norte,Sí,OMEGA,5
R0918,Monster University,Genovia,Arquitectura,Examen regulador,18/04/2023 00:00,A000108,Copia en exámenes,Norte,No,JI,6
R0919,Monster University,Genovia,Ingeniería,Examen regulador,19/04/2023 00:00,A000109,Copia en exámenes,Norte,Sí,PHI,2
R0920,Monster University,Genovia,Diseños,Examen regulador,20/04/2023 00:00,A000110,Copia en exámenes,Norte,No,ETA,3
R0921,Monster University,Genovia,Ingeniería,Examen regulador,21/04/2023 00:00,A000111,Copia en exámenes,Norte,No,KAPPA,4
R0922,Monster University,Genovia,Educación,Examen regulador,22/04/2023 00:00,A000112,Copia en exámenes,Norte,No,LAMBDA,8
R0923,Monster University,Genovia,Negocios,Examen regulador,23/04/2023 00:00,A000113,Copia en exámenes,Norte,No,OMICRON,8
R0924,Monster University,Genovia,Arquitectura,Examen regulador,24/04/2023 00:00,A000114,Copia en exámenes,Norte,No,TAU,6
R0925,Monster University,Genovia,Ingeniería,Examen regulador,25/04/2023 00:00,A000115,Copia en exámenes,Norte,Sí,PSI,2
R0926,Monster University,Genovia,Negocios,Examen regulador,26/04/2023 00:00,A000116,Copia en exámenes,Norte,No,RHO,3
R0927,Monster University,Genovia,Arquitectura,Examen regulador,27/04/2023 00:00,A000117,Copia en exámenes,Norte,No,PI,4
R0928,Monster University,Genovia,Arquitectura,Examen regulador,28/04/2023 00:00,A000118,Copia en exámenes,Norte,Sí,MU,5
R0929,Monster University,Genovia,Negocios,Examen regulador,29/04/2023 00:00,A000119,Copia en exámenes,Norte,No,IOTA,5
R0930,Monster University,Genovia,Arquitectura,Examen regulador,30/04/2023 00:00,A000120,Copia en exámenes,Norte,No,TAU,5
R0931,Monster University,El País de Nunca Jamás,Arquitectura,Experimento,01/05/2023 00:00,A000121,Plagio,Sur,No,PSI,6
R0932,Monster University,Genovia,Negocios,Examen regulador,02/05/2023 00:00,A000122,Copia en exámenes,Norte,No,RHO,2
R0933,La Secu,Pandora,Sociología,Examen regulador,03/05/2023 00:00,A000123,Plagio,Norte,Sí,PI,3
R0934,Monster University,Wonderland,Negocios,Estudio,04/05/2023 00:00,A000124,Plagio,Centro,Sí,MU,4
R0935,Monster University,Wonderland,Negocios,Estudio,05/05/2023 00:00,A000125,Plagio,Centro,No,IOTA,5
R0936,Monster University,Wonderland,Negocios,Estudio,06/05/2023 00:00,A000126,Plagio,Centro,Sí,ETA,4
R0937,Monster University,Wonderland,Negocios,Estudio,07/05/2023 00:00,A000127,Plagio,Centro,No,KAPPA,5
R0938,Monster University,Wonderland,Negocios,Prototipo,08/05/2023 00:00,A000128,Intercambio de tareas en línea,Centro,Sí,LAMBDA,6
R0939,Monster University,Wonderland,Negocios,Prototipo,09/05/2023 00:00,A000129,Plagio,Centro,No,OMICRON,2
R0940,Monster University,Wonderland,Negocios,Prototipo,10/05/2023 00:00,A000130,Plagio,Centro,No,TAU,3
R0941,La Secu,Hogwarts,Sociología,Examen regulador,11/05/2023 00:00,A000131,Distribución de exámenes,Centro,No,PSI,4
R0942,La Secu,Hogwarts,Sociología,Examen regulador,12/05/2023 00:00,A000132,Otra,Centro,No,RHO,8
R0943,La Secu,Pandora,Sociología,Examen regulador,13/05/2023 00:00,A000133,Plagio,Norte,No,PI,8
R0944,La Secu,Pandora,Sociología,Examen regulador,14/05/2023 00:00,A000134,Copia en exámenes,Norte,Sí,MU,8
R0945,La Secu,Hogwarts,Sociología,Estudio,15/05/2023 00:00,A000135,Plagio,Centro,No,ALPHA,8
R0946,Monster University,Empire,Arquitectura,Examen regulador,16/05/2023 00:00,A000136,Copia en exámenes,Centro,No,ALPHA,8
R0947,Monster University,Parque Jurásico,Arquitectura,Examen regulador,17/05/2023 00:00,A000137,Copia en exámenes,Sur,Sí,ALPHA,4
R0948,La Secu,"Muy, muy lejano",Sociología,Examen regulador,18/05/2023 00:00,A000138,Copia en exámenes,Norte,No,BETA,5
R0949,La Secu,Wonderland,Sociología,Prototipo,19/05/2023 00:00,A000139,Plagio,Centro,No,BETA,4
R0950,Monster University,Genovia,Negocios,Examen regulador,20/05/2023 00:00,A000140,Copia en exámenes,Norte,No,GAMMA,5
R0951,La Secu,Hogwarts,Sociología,Estudio,21/05/2023 00:00,A000141,Plagio,Centro,No,DELTA,6
R0952,La Secu,Hogwarts,Sociología,Estudio,22/05/2023 00:00,A000142,Plagio,Centro,Sí,EPSILON,2
R0953,La Secu,Hogwarts,Sociología,Estudio,23/05/2023 00:00,A000143,Plagio,Centro,Sí,DSETA,3
R0954,La Secu,Hogwarts,Sociología,Estudio,24/05/2023 00:00,A000144,Plagio,Centro,No,ETA,4
R0955,La Secu,Hogwarts,Sociología,Estudio,25/05/2023 00:00,A000145,Plagio,Centro,Sí,ETA,5
R0956,Monster University,Wonderland,Arquitectura,Examen regulador,26/05/2023 00:00,A000146,Distribución de exámenes,Centro,No,KAPPA,6
R0957,La Secu,Parque Jurásico,Sociología,Experimento,27/05/2023 00:00,A000147,Colusión,Sur,Sí,LAMBDA,9
R0958,La Secu,Parque Jurásico,Sociología,Experimento,28/05/2023 00:00,A000148,Colusión,Sur,No,OMICRON,2
R0959,La Secu,Pizza Planeta,Sociología,Experimento,29/05/2023 00:00,A000149,Plagio,Sur,No,PI,3
R0960,Monster University,Distrito 13,Diseños,Estudio,30/05/2023 00:00,A000150,Plagio,Centro,No,SIGMA,4
R0961,La Secu,Distrito 13,Sociología,Examen regulador,31/05/2023 00:00,A000151,Otra,Centro,No,OMEGA,5
R0962,Monster University,Genovia,Arquitectura,Experimento,01/06/2023 00:00,A000152,Compra-venta,Norte,No,JI,4
R0963,La Secu,Pizza Planeta,Sociología,Examen regulador,02/06/2023 00:00,A000153,Copia en exámenes,Sur,Sí,PHI,5
R0964,La Secu,Distrito 13,Sociología,Examen regulador,03/06/2023 00:00,A000154,Copia en exámenes,Centro,No,ETA,6
R0965,La Secu,Distrito 13,Sociología,Experimento,04/06/2023 00:00,A000155,Plagio,Centro,No,KAPPA,2
R0966,La Secu,Distrito 13,Sociología,Estudio,05/06/2023 00:00,A000156,Plagio,Centro,Sí,LAMBDA,3
R0967,La Secu,Springfield,Sociología,Prototipo,06/06/2023 00:00,A000157,Plagio,Centro,No,OMICRON,4
R0968,La Secu,Springfield,Sociología,Prototipo,07/06/2023 00:00,A000158,Plagio,Centro,No,PI,5
R0969,La Secu,Springfield,Sociología,Prototipo,08/06/2023 00:00,A000159,Plagio,Centro,No,SIGMA,6
R0970,La Secu,Springfield,Sociología,Prototipo,09/06/2023 00:00,A000160,Plagio,Centro,No,OMEGA,1
R0971,La Secu,Springfield,Sociología,Prototipo,10/06/2023 00:00,A000161,Plagio,Centro,Sí,JI,2
R0972,La Secu,Springfield,Sociología,Prototipo,11/06/2023 00:00,A000162,Plagio,Centro,Sí,PHI,3
R0973,La Secu,Springfield,Sociología,Prototipo,12/06/2023 00:00,A000163,Plagio,Centro,No,ALPHA,4
R0974,La Secu,Springfield,Sociología,Prototipo,13/06/2023 00:00,A000164,Plagio,Centro,Sí,BETA,5
R0975,La Secu,Springfield,Sociología,Prototipo,14/06/2023 00:00,A000165,Plagio,Centro,No,BETA,4
R0976,La Secu,Springfield,Sociología,Prototipo,15/06/2023 00:00,A000166,Plagio,Centro,Sí,GAMMA,5
R0977,La Secu,Springfield,Sociología,Prototipo,16/06/2023 00:00,A000167,Plagio,Centro,No,DELTA,6
R0978,La Secu,Springfield,Sociología,Prototipo,17/06/2023 00:00,A000168,Plagio,Centro,No,ETA,2
R0979,La Secu,Distrito 13,Sociología,Examen diagnóstico,18/06/2023 00:00,A000169,Copia en exámenes,Centro,No,KAPPA,3
R0980,La Secu,Distrito 13,Sociología,Examen diagnóstico,19/06/2023 00:00,A000170,Copia en exámenes,Centro,No,LAMBDA,9
R0981,La Secu,El País de Nunca Jamás,Sociología,Examen diagnóstico,20/06/2023 00:00,A000171,Copia en exámenes,Norte,No,OMICRON,5
R0982,Kindergardiano,Genovia,Negocios,Estudio,21/06/2023 00:00,A000172,Plagio,Norte,Sí,PI,6
R0983,La Secu,Pandora,Sociología,Prototipo,22/06/2023 00:00,A000173,Plagio,Norte,No,SIGMA,1
R0984,La Secu,Pandora,Sociología,Prototipo,23/06/2023 00:00,A000174,Plagio,Norte,No,OMEGA,2
R0985,La Secu,Pandora,Sociología,Examen diagnóstico,24/06/2023 00:00,A000175,Falsificación,Norte,Sí,JI,3
R0986,La Secu,Wonderland,Sociología,Prototipo,25/06/2023 00:00,A000176,Intercambio de tareas en línea,Centro,No,PHI,4
R0987,La Secu,Pizza Planeta,Sociología,Experimento,26/06/2023 00:00,A000177,Fabricación,Sur,No,ETA,5
R0988,Monster University,Genovia,Diseños,Examen diagnóstico,27/06/2023 00:00,A000178,Compra-venta,Norte,No,KAPPA,4
R0989,La Secu,"Muy, muy lejano",Sociología,Examen diagnóstico,28/06/2023 00:00,A000179,Otra,Centro,No,LAMBDA,5
R0990,La Secu,Parque Jurásico,Sociología,Examen diagnóstico,29/06/2023 00:00,A000180,Autoplagio,Norte,Sí,OMICRON,6
R0991,La Secu,Distrito 13,Sociología,Examen diagnóstico,30/06/2023 00:00,A000181,Copia en exámenes,Centro,Sí,TAU,2
R0992,Monster University,Pizza Planeta,Arquitectura,Prototipo,01/07/2023 00:00,A000182,Plagio,Sur,No,PSI,9
R0993,High School Musical,Wonderland,Sociología,Examen diagnóstico,02/07/2023 00:00,A000183,Copia en exámenes,Centro,Sí,RHO,4
R0994,High School Musical,El País de Nunca Jamás,Sociología,Examen diagnóstico,03/07/2023 00:00,A000184,Copia en exámenes,Sur,No,PI,5
R0995,Monster University,Genovia,Arquitectura,Experimento,04/07/2023 00:00,A000185,Distribución de exámenes,Norte,Sí,MU,6
R0996,High School Musical,"Muy, muy lejano",Sociología,Examen diagnóstico,05/07/2023 00:00,A000186,Copia en exámenes,Norte,No,IOTA,1
R0997,High School Musical,Wonderland,Sociología,Experimento,06/07/2023 00:00,A000187,Intercambio de tareas en línea,Centro,No,TAU,2
R0998,High School Musical,Springfield,Sociología,Estudio,07/07/2023 00:00,A000188,Plagio,Norte,No,PSI,3
R0999,High School Musical,Springfield,Sociología,Estudio,08/07/2023 00:00,A000189,Plagio,Norte,No,RHO,4
R1000,High School Musical,Springfield,Sociología,Estudio,09/07/2023 00:00,A000190,Plagio,Norte,No,PI,5
R1001,Kindergardiano,Genovia,Educación,Prototipo,10/07/2023 00:00,A000191,Plagio,Norte,Sí,MU,4
R1002,Kindergardiano,Genovia,Educación,Prototipo,11/07/2023 00:00,A000192,Plagio,Norte,No,IOTA,5
R1003,High School Musical,Wonderland,Sociología,Examen diagnóstico,12/07/2023 00:00,A000193,Copia en exámenes,Centro,No,ETA,6
R1004,High School Musical,Distrito 13,Sociología,Examen diagnóstico,13/07/2023 00:00,A000194,Copia en exámenes,Centro,Sí,KAPPA,2
R1005,High School Musical,Pizza Planeta,Sociología,Examen diagnóstico,14/07/2023 00:00,A000195,Fabricación,Sur,No,LAMBDA,3
R1006,Monster University,Pizza Planeta,Ingeniería,Estudio,15/07/2023 00:00,A000196,Colusión,Sur,No,OMICRON,9
R1007,Monster University,Genovia,Bienestar,Estudio,16/07/2023 00:00,A000197,Intercambio de tareas en línea,Norte,No,TAU,5
R1008,Monster University,Genovia,Bienestar,Estudio,17/07/2023 00:00,A000198,Intercambio de tareas en línea,Norte,No,PSI,6
R1009,Monster University,Genovia,Bienestar,Estudio,18/07/2023 00:00,A000199,Intercambio de tareas en línea,Norte,Sí,RHO,1
R1010,High School Musical,Distrito 13,Sociología,Examen diagnóstico,19/07/2023 00:00,A000200,Copia en exámenes,Centro,Sí,PI,2
R1011,Monster University,Narnia,Diseños,Estudio,20/07/2023 00:00,A000201,Plagio,Centro,No,MU,3
R1012,High School Musical,Pizza Planeta,Sociología,Examen diagnóstico,21/07/2023 00:00,A000202,Plagio,Sur,Sí,ALPHA,4
R1013,Monster University,Wonderland,Bienestar,Experimento,22/07/2023 00:00,A000203,Plagio,Centro,No,ALPHA,5
R1014,High School Musical,Wonderland,Sociología,Experimento,23/07/2023 00:00,A000204,Plagio,Centro,Sí,ALPHA,4
R1015,Monster University,Wonderland,Bienestar,Experimento,24/07/2023 00:00,A000205,Plagio,Centro,No,BETA,5
R1016,High School Musical,Wonderland,Sociología,Experimento,25/07/2023 00:00,A000206,Plagio,Centro,No,BETA,9
